0x00200008, _start - Clears the uninitialized data region, initializes EE runtime services, runs main, and passes its result to Exit
0x002000B8, _exit - Loops indefinitely as the terminal fallback reached after program shutdown
0x00A01D78, TitleHddInstallSubInstall - Drives installation confirmation, execution, and return transitions for the title-screen HDD menu
0x00A01DE0, TitleHddInstallExecute - Runs HDD installation, activates installed data, and handles completion, failure, retry, or cancellation prompts
0x00A01EA8, RobotGameMain - Runs the robot-game mode loop, initializing systems and dispatching CPU, two-player, or help modes
0x00A01F58, TitleHddInstallReturnStub - Returns immediately as the shared completion target for HDD installation prompt paths
0x00A01F80, TitleHddInstallSubUninstall - Runs HDD data removal, displays progress, and waits for asynchronous uninstall completion
0x00A02148, TitleHddInstall - Checks HDD status and drives the title-screen install or uninstall workflow
0x00A023A8, tskUmnObjectTaskMain - Dispatches an object's UMN task callback and removes the task after its completion state
0x00A02458, UmnObjectTaskCreate - Allocates and initializes a UMN object task with its callback and state data
0x00A024D8, UmnChangeTopLevel - Clears 112 bytes of UMN level state, resets the command byte, stores the requested top-level mode, and rebuilds the procurator state
0x00A02530, UmnFirstLoad - Loads common UMN text and initial interface resources into the supplied arena
0x00A025B8, UmnInit - Initializes UMN interface state, text rendering, menu audio, resources, and top-level control
0x00A02778, UmnMain - Runs the primary UMN interface loop, processing levels, rendering frames, and handling exit transitions
0x00A029A8, UmnMain2 - Runs the alternate UMN interface loop with frame copying and top-level state dispatch
0x00A02D68, tskUmnBgCubeMain - Animates and draws the UMN background cube, then removes its task when finished
0x00A03060, UmnBgCubeInit - Creates the UMN background-cube task and initializes its camera-relative animation state
0x00A03148, DrawUmnInterface2 - Emits direct VIF drawing data for the secondary fading UMN interface overlay
0x00A03368, UmnInterface2Main - Decrements the interface's two fade counters by 8 and 2 while nonzero and draws the interface only until both counters reach zero
0x00A033E0, UmnInterface2Init - Initializes secondary UMN interface fade counters, rendering state, and task linkage
0x00A03450, taskUmnTopWin - Drives the UMN top window's opening, message display, input, and closing states
0x00A03EB0, UmnTopMenu - Creates four gated UMN top entries, restores the saved cursor, wraps shoulder navigation, opens the selected nonzero section on confirm, and enters close phase 0xF0 on cancel
0x00A04170, UmnManzaiControl - Advances scripted UMN dialogue pages and fetches subsequent event-text records until completion
0x00A042A8, UmnManzaiInit - Builds UMN dialogue text, selects its first record, and initializes conversation display state
0x00A04388, tskUmnManzaiWin - Animates the UMN dialogue window and configures its current message content
0x00A047C8, LocalLightSet - Initializes a model's local lighting transform from fixed camera parameters and enables its lighting flag
0x00A048C0, UmnProcuratorManzai2 - Positions and animates the secondary UMN dialogue character model using matrix-stack transforms
0x00A04DE0, Rotation - Transforms an offset through supplied rotations and adds the result to a base position vector
0x00A04E80, UmnProcuratorManzai - Positions, lights, and animates the primary character model during UMN dialogue scenes
0x00A052F8, UmnProcuratorMail - Positions, lights, and animates the character model used by the UMN mail screen
0x00A054F0, UmnProcuratorTop - Opens, lights, and controls the character model displayed on the UMN top menu
0x00A055A0, UmnProcuratorGoodBy - Opens and animates the lit character model used for the UMN exit sequence
0x00A05670, UmnProcuratorSet - Requests the primary UMN character model when entering either the top menu or mail section
0x00A05738, tskUmnMailPas - Displays mail-screen progress information and sizes its window from the formatted content
0x00A05A80, tskUmnMailInfo - Drives the mail information window's initialization, animation, content, and closing states
0x00A05F40, tskUmnMailFolder - Drives folder navigation windows, cursor movement, hierarchy changes, and selection input
0x00A06EB0, tskUmnMailDisp - Displays the selected mail's header and body while managing window transitions and scrolling
0x00A07B38, tskUmnMailHensin - Drives the mail reply window and handles its selection and transition states
0x00A07EB0, tskUmnMailMenu - Drives the mail command menu, cursor input, selection, and window transitions
0x00A082E0, tskUmnMailExWin - Displays modal mail messages and switches message modes during open and close transitions
0x00A08700, SisoSiso.6 - Walks UMN history-tree entries to determine ancestry and visible folder relationships
0x00A087A0, UmnMailFolderSet - Builds or restores the visible mail-folder ancestry, preserving cursor and scroll positions between hierarchy levels
0x00A08A50, UmnMail - Coordinates UMN mail folders, messages, attachments, events, and their associated interface tasks
0x00A097D8, UmnGunoDataBaseGet - Returns the fixed-size database record for supported IDs, otherwise returning the database base record
0x00A09818, tskUmnDataBasePas - Displays database-screen progress information and manages its animated window states
0x00A09A70, tskUmnDataBaseInfo - Drives the database information window's content, animation, and close transitions
0x00A09BC0, tskUmnDataBaseName - Drives the OV02 UMN database-name screen state machine, initializes fourteen two-column entries, animates selection transitions, fills monster names and numbers, and updates the cursor
0x00A0A3F8, tskUmnDataBaseAnalisis - Displays the selected monster's analysis record and processes navigation and exit input
0x00A0A600, tskUmnDataBaseMenu - Drives the database command menu, cursor movement, selection, and window transitions
0x00A0A8F8, tskUmnDataBaseExWin - Displays modal database messages and switches message modes through open and close states
0x00A0ACE0, tskUmnDataBaseKeyWord - Configures and displays keyword details using UML text parameters and ribbon widgets
0x00A0B028, UmnDataBaseModel - Loads, controls, and releases the monster model shown on the UMN database screen
0x00A0B1D8, UmnDataBase - Coordinates database lists, analysis views, models, keywords, sounds, and interface tasks
0x00A0B5F0, battleRetCodeGet - Returns the battle result code exported by the active battle overlay
0x00A0B708, monsSetNoSet - Stores the selected monster-set number in battle overlay configuration state
0x00A0B728, mapNoSet - Stores the selected battle-map number in battle overlay configuration state
0x00A0BAF8, tskUmnSimulationPas - Displays simulation-screen progress information and manages its animated window states
0x00A0BD08, tskUmnSimulationInfo - Drives the simulation information window's content, animation, and closing states
0x00A0BEE8, tskUmnSimulationList - Displays the simulation list, animates selection movement, and handles cursor input
0x00A0C1C8, UmnSimulation - Coordinates simulation list tasks, selection sounds, battle launch parameters, and return transitions
0x00A0C488, mark - Computes and stores display marker coordinates from two related UML records
0x00A0C4C8, tail - Computes the destination record's 16-bit field at offset 0x1E from its offset-0x1A value and the relative offset-0xA and offset-0x12 coordinates of the two records
0x00A0C4F0, tyaUmlDispLoad - Loads UML display resources from disc and records their sizes and destination addresses
